FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,나이,게임수,타석수,타수,득점,안타,2루타,3루타,사구,홈런,타점,도루성공,도루실패,볼넷,삼진,병살타,희생플라이,평균대비수비득점기여,수비_포지션 RAA,전체수비 RAA,공격WAR,수비WAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM 순위,TEAM 게임수,TEAM 타석수,TEAM 타수,TEAM 득점,TEAM 안타,TEAM 2루타,TEAM 3루타,TEAM 사구,TEAM 홈런,TEAM 타점,TEAM 도루,TEAM 도루실패,TEAM 볼넷,TEAM 삼진,TEAM 병살타,TEAM 희생플라이,TEAM 평균대비수비득점기여,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM 공격WAR,TEAM 수비WAR,TEAM 연봉,wRC+
2020,두산,오재일,1B,좌투,좌타,9.0,신규,A,2019,33.0,130.0,529.0,467.0,76.0,137.0,29.0,1.0,3.0,21.0,102.0,2.0,1.0,55.0,99.0,5.0,4.0,5.06,-10.48,-5.42,3.53,0.52,30000.0,고졸,,,,1.0,144.0,5670.0,4913.0,736.0,1364.0,235.0,31.0,72.0,84.0,691.0,102.0,38.0,563.0,799.0,117.0,83.0,20.76,20.57,11.54,29.09,2.13,596100.0,148.2
2021,두산,오재일,1B,좌투,좌타,9.0,신규,A,2020,34.0,127.0,534.0,471.0,62.0,147.0,32.0,0.0,0.0,16.0,89.0,2.0,1.0,61.0,92.0,12.0,2.0,-4.08,-10.76,-14.85,3.15,-0.38,47000.0,고졸,이적,4.0,50.0,2.0,144.0,5776.0,5046.0,816.0,1477.0,263.0,20.0,68.0,125.0,778.0,88.0,37.0,551.0,796.0,132.0,73.0,-16.54,-25.41,-27.23,30.64,-1.48,677600.0,141.8
2022,삼성,오재일,1B,좌투,좌타,,FA 1년차,,2021,35.0,120.0,484.0,418.0,64.0,119.0,20.0,0.0,0.0,25.0,97.0,1.0,0.0,58.0,106.0,5.0,8.0,3.75,-9.7,-5.95,2.35,0.37,60000.0,,,,,3.0,144.0,5552.0,4836.0,712.0,1292.0,204.0,18.0,55.0,133.0,669.0,116.0,44.0,545.0,902.0,98.0,68.0,-10.3,12.57,-19.22,18.47,-1.19,578200.0,132.0
2017,LG,오지환,SS,우투,좌타,9.0,신규,A,2016,26.0,121.0,472.0,393.0,73.0,110.0,14.0,5.0,7.0,20.0,78.0,17.0,9.0,65.0,97.0,7.0,5.0,5.12,9.36,14.48,4.29,0.45,25000.0,고졸,,,,4.0,144.0,5765.0,5051.0,786.0,1464.0,238.0,26.0,72.0,118.0,744.0,121.0,70.0,523.0,982.0,92.0,54.0,37.96,34.04,27.87,19.83,3.37,542900.0,129.1
2018,LG,오지환,SS,우투,좌타,9.0,신규,A,2017,27.0,107.0,390.0,334.0,47.0,91.0,13.0,4.0,5.0,8.0,39.0,10.0,5.0,45.0,105.0,8.0,5.0,-2.66,7.68,5.01,2.05,-0.24,35000.0,고졸,,,,6.0,144.0,5614.0,4944.0,699.0,1390.0,216.0,20.0,101.0,110.0,663.0,77.0,56.0,438.0,1021.0,123.0,55.0,6.68,12.37,-3.17,13.68,0.61,666400.0,103.2
2019,LG,오지환,SS,우투,좌타,9.0,신규,A,2018,28.0,144.0,617.0,533.0,93.0,148.0,26.0,2.0,7.0,11.0,71.0,10.0,5.0,59.0,146.0,6.0,6.0,5.45,12.34,17.79,3.17,0.49,29000.0,고졸,,,,8.0,144.0,5665.0,5070.0,788.0,1487.0,299.0,12.0,75.0,148.0,740.0,71.0,38.0,418.0,1001.0,125.0,51.0,-27.85,-22.4,-35.85,21.66,-2.31,851800.0,96.2
2020,LG,오지환,SS,우투,좌타,9.0,신규,A,2019,29.0,134.0,547.0,473.0,63.0,119.0,23.0,5.0,7.0,9.0,53.0,27.0,5.0,57.0,113.0,7.0,3.0,10.93,10.92,21.85,3.97,1.12,40000.0,고졸,잔류,4.0,40.0,4.0,144.0,5536.0,4928.0,641.0,1316.0,233.0,15.0,77.0,94.0,604.0,108.0,47.0,434.0,962.0,117.0,48.0,11.94,14.3,3.53,20.38,1.23,745100.0,107.9
2021,LG,오지환,SS,우투,좌타,4.0,FA 1년차,B,2020,30.0,141.0,591.0,527.0,95.0,158.0,41.0,7.0,9.0,10.0,71.0,20.0,8.0,45.0,116.0,4.0,5.0,11.1,11.74,22.84,5.17,1.04,60000.0,2번째 FA,,,,4.0,144.0,5681.0,4999.0,802.0,1384.0,253.0,29.0,75.0,149.0,760.0,83.0,39.0,509.0,969.0,115.0,49.0,3.39,0.85,-5.11,26.1,0.33,703800.0,125.2
2022,LG,오지환,SS,우투,좌타,4.0,재자격,B,2021,31.0,134.0,532.0,464.0,62.0,118.0,19.0,2.0,5.0,8.0,57.0,12.0,6.0,54.0,82.0,11.0,5.0,7.07,10.34,17.41,2.48,0.7,60000.0,2번째 FA,,,,4.0,144.0,5533.0,4750.0,654.0,1188.0,210.0,11.0,94.0,110.0,621.0,92.0,34.0,592.0,926.0,102.0,45.0,15.39,5.93,6.34,20.58,1.28,610000.0,94.6
2023,LG,오지환,SS,우투,좌타,4.0,재자격,B,2022,32.0,142.0,569.0,494.0,75.0,133.0,16.0,4.0,7.0,25.0,87.0,20.0,7.0,62.0,107.0,11.0,3.0,5.44,11.34,16.78,5.75,0.56,60000.0,2번째 FA,,,,3.0,144.0,5627.0,4927.0,715.0,1325.0,208.0,33.0,103.0,118.0,674.0,102.0,46.0,501.0,924.0,109.0,46.0,21.98,24.7,13.13,28.62,2.26,784300.0,139.8
2024,LG,오지환,SS,우투,좌타,4.0,재자격,B,2023,33.0,126.0,502.0,422.0,65.0,113.0,24.0,3.0,8.0,8.0,62.0,16.0,7.0,64.0,82.0,4.0,4.0,3.4,9.94,13.34,4.66,0.35,60000.0,2번째 FA,잔류,6.0,124.0,1.0,144.0,5687.0,4881.0,767.0,1364.0,227.0,27.0,73.0,93.0,714.0,166.0,101.0,583.0,804.0,89.0,55.0,6.8,34.27,-1.96,31.56,0.69,556000.0,127.0
2025,LG,오지환,SS,우투,좌타,,FA 1년차,,2024,34.0,108.0,428.0,370.0,67.0,94.0,24.0,2.0,4.0,10.0,59.0,17.0,4.0,51.0,106.0,8.0,1.0,2.9,8.15,11.04,2.67,0.33,30000.0,,,,,3.0,144.0,5725.0,4919.0,808.0,1394.0,238.0,29.0,71.0,115.0,765.0,171.0,79.0,616.0,969.0,98.0,73.0,16.9,-8.34,7.86,26.87,2.23,858700.0,104.5
2020,KT,오태곤,1B,우투,우타,8.0,신규,C,2019,28.0,123.0,392.0,352.0,63.0,88.0,16.0,1.0,4.0,6.0,35.0,19.0,2.0,31.0,78.0,8.0,2.0,2.15,-7.23,-5.08,0.31,0.22,8300.0,고졸,,,,6.0,144.0,5582.0,4965.0,650.0,1375.0,187.0,20.0,52.0,103.0,615.0,104.0,44.0,475.0,975.0,113.0,45.0,36.35,39.04,26.31,21.52,3.72,514900.0,84.6
2021,SK,오태곤,LF,우투,우타,8.0,신규,C,2020,29.0,94.0,258.0,234.0,36.0,64.0,12.0,1.0,7.0,5.0,35.0,15.0,6.0,13.0,47.0,6.0,0.0,3.96,-2.16,1.8,0.41,0.19,8300.0,고졸,,,,9.0,144.0,5502.0,4839.0,634.0,1212.0,177.0,17.0,69.0,143.0,595.0,81.0,45.0,511.0,981.0,112.0,34.0,-0.01,3.87,-10.2,8.09,-0.18,770800.0,88.0
2022,SSG,오태곤,LF,우투,우타,8.0,신규,C,2021,30.0,122.0,253.0,235.0,47.0,63.0,10.0,0.0,2.0,9.0,35.0,9.0,4.0,14.0,52.0,4.0,1.0,0.95,-3.42,-2.47,0.36,0.09,9500.0,고졸,,,,6.0,144.0,5736.0,4899.0,755.0,1278.0,204.0,13.0,94.0,185.0,712.0,100.0,43.0,636.0,1056.0,106.0,52.0,-11.21,8.62,-21.75,27.4,-0.52,962700.0,92.7
2023,SSG,오태곤,LF,우투,우타,8.0,신규,C,2022,31.0,130.0,295.0,263.0,48.0,61.0,14.0,1.0,9.0,4.0,23.0,11.0,4.0,15.0,68.0,3.0,3.0,5.61,-3.32,2.29,-0.11,0.58,10500.0,고졸,잔류,4.0,18.0,1.0,144.0,5642.0,4893.0,720.0,1245.0,242.0,18.0,95.0,138.0,682.0,98.0,39.0,530.0,1075.0,96.0,47.0,31.78,20.6,22.28,23.68,3.53,1191700.0,72.5
2024,SSG,오태곤,1B,우투,우타,,FA 1년차,,2023,32.0,123.0,305.0,272.0,37.0,65.0,14.0,1.0,4.0,7.0,28.0,20.0,1.0,18.0,67.0,6.0,3.0,-0.72,-4.62,-5.34,0.41,-0.07,10000.0,,,,,3.0,144.0,5630.0,4923.0,658.0,1279.0,229.0,16.0,78.0,125.0,611.0,96.0,28.0,507.0,943.0,89.0,45.0,-11.75,-17.27,-21.21,21.42,-1.24,815400.0,79.4
2014,롯데,용덕한,C,우투,우타,8.0,신규,A,2013,32.0,56.0,101.0,88.0,6.0,13.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,7.0,24.0,2.0,1.0,3.37,2.45,5.82,-0.81,0.6,6000.0,대졸,,,,5.0,128.0,4978.0,4289.0,556.0,1118.0,208.0,18.0,71.0,61.0,522.0,133.0,58.0,503.0,862.0,92.0,41.0,17.08,1.43,18.51,15.17,2.53,311900.0,-0.8
2015,롯데,용덕한,C,우투,우타,8.0,신규,A,2014,33.0,59.0,92.0,82.0,13.0,25.0,5.0,0.0,1.0,1.0,11.0,0.0,1.0,3.0,22.0,4.0,3.0,1.62,2.14,3.76,0.21,0.14,6500.0,대졸,,,,7.0,128.0,5194.0,4487.0,716.0,1288.0,252.0,26.0,70.0,121.0,685.0,63.0,41.0,534.0,964.0,95.0,41.0,1.14,15.71,-6.57,16.88,0.1,510600.0,74.4
2016,KT,용덕한,C,우투,우타,8.0,신규,A,2015,34.0,91.0,157.0,140.0,12.0,34.0,6.0,0.0,4.0,1.0,13.0,2.0,1.0,8.0,26.0,2.0,0.0,9.52,3.69,13.21,-0.03,0.44,7500.0,대졸,,,,10.0,144.0,5605.0,4927.0,670.0,1344.0,221.0,15.0,58.0,129.0,633.0,124.0,52.0,507.0,1112.0,118.0,37.0,-42.0,-31.47,-50.22,11.8,-3.79,395000.0,52.3
2017,NC,용덕한,C,우투,우타,8.0,신규,A,2016,35.0,88.0,116.0,104.0,16.0,22.0,3.0,0.0,1.0,2.0,7.0,0.0,0.0,8.0,21.0,5.0,1.0,2.2,2.71,4.91,-0.34,0.19,8500.0,대졸,,,,2.0,144.0,5833.0,5007.0,857.0,1457.0,249.0,19.0,93.0,169.0,808.0,99.0,41.0,609.0,1023.0,133.0,52.0,6.4,-8.9,-3.55,24.47,0.57,723500.0,36.1
2020,LG,유강남,C,우투,우타,8.0,신규,A,2019,27.0,132.0,468.0,418.0,44.0,113.0,22.0,0.0,13.0,16.0,49.0,0.0,0.0,30.0,82.0,21.0,6.0,-0.16,10.63,10.47,3.43,-0.02,21000.0,고졸,,,,4.0,144.0,5536.0,4928.0,641.0,1316.0,233.0,15.0,77.0,94.0,604.0,108.0,47.0,434.0,962.0,117.0,48.0,11.94,14.3,3.53,20.38,1.23,745100.0,118.2
2021,LG,유강남,C,우투,우타,8.0,신규,A,2020,28.0,137.0,478.0,429.0,51.0,112.0,18.0,0.0,13.0,16.0,74.0,1.0,1.0,32.0,84.0,18.0,2.0,2.43,11.26,13.69,2.44,0.23,23000.0,고졸,,,,4.0,144.0,5681.0,4999.0,802.0,1384.0,253.0,29.0,75.0,149.0,760.0,83.0,39.0,509.0,969.0,115.0,49.0,3.39,0.85,-5.11,26.1,0.33,703800.0,100.0
2022,LG,유강남,C,우투,우타,8.0,신규,A,2021,29.0,130.0,441.0,397.0,39.0,100.0,16.0,0.0,14.0,11.0,60.0,2.0,0.0,25.0,75.0,11.0,2.0,-0.01,10.34,10.33,2.17,0.0,30000.0,고졸,,,,4.0,144.0,5533.0,4750.0,654.0,1188.0,210.0,11.0,94.0,110.0,621.0,92.0,34.0,592.0,926.0,102.0,45.0,15.39,5.93,6.34,20.58,1.28,610000.0,90.9
2023,LG,유강남,C,우투,우타,8.0,신규,A,2022,30.0,139.0,469.0,416.0,54.0,106.0,16.0,0.0,11.0,8.0,47.0,0.0,0.0,34.0,98.0,9.0,2.0,2.86,10.78,13.63,2.49,0.29,27000.0,고졸,이적,4.0,80.0,3.0,144.0,5627.0,4927.0,715.0,1325.0,208.0,33.0,103.0,118.0,674.0,102.0,46.0,501.0,924.0,109.0,46.0,21.98,24.7,13.13,28.62,2.26,784300.0,95.7
2024,롯데,유강남,C,우투,우타,,FA 1년차,,2023,31.0,121.0,403.0,352.0,45.0,92.0,13.0,0.0,8.0,10.0,55.0,1.0,1.0,37.0,64.0,13.0,4.0,0.03,8.4,8.43,2.33,0.0,60000.0,,,,,7.0,144.0,5576.0,4871.0,653.0,1289.0,231.0,19.0,51.0,69.0,608.0,101.0,42.0,522.0,1000.0,110.0,57.0,-32.72,-29.39,-42.0,17.11,-3.34,536460.0,100.9
2013,넥센,유한준,RF,우투,우타,8.0,신규,A,2012,31.0,74.0,274.0,246.0,22.0,59.0,11.0,1.0,2.0,3.0,25.0,3.0,1.0,19.0,36.0,11.0,1.0,1.9,-3.05,-1.15,0.55,-0.66,12500.0,대졸,,,,6.0,133.0,5021.0,4338.0,549.0,1056.0,189.0,28.0,72.0,102.0,509.0,179.0,72.0,476.0,892.0,79.0,43.0,48.92,-8.84,32.92,20.77,5.06,255800.0,76.9
2014,넥센,유한준,RF,우투,우타,8.0,신규,A,2013,32.0,97.0,344.0,298.0,37.0,81.0,13.0,0.0,4.0,7.0,40.0,4.0,3.0,37.0,48.0,7.0,2.0,-3.66,-1.72,-5.37,1.42,-0.56,11500.0,대졸,,,,4.0,128.0,5016.0,4295.0,646.0,1167.0,209.0,11.0,98.0,125.0,607.0,131.0,65.0,505.0,912.0,94.0,42.0,-8.74,-3.37,-12.11,24.92,0.0,235500.0,98.1
2015,넥센,유한준,RF,우투,우타,8.0,신규,A,2014,33.0,122.0,469.0,405.0,71.0,128.0,31.0,0.0,3.0,20.0,91.0,2.0,1.0,46.0,53.0,9.0,7.0,1.67,-3.83,-2.16,2.26,0.15,11500.0,대졸,,,,2.0,128.0,5163.0,4434.0,841.0,1323.0,275.0,31.0,101.0,199.0,786.0,100.0,44.0,523.0,849.0,100.0,40.0,13.97,24.65,6.97,27.85,1.24,367900.0,116.7
2016,넥센,유한준,RF,우투,우타,8.0,신규,A,2015,34.0,139.0,598.0,520.0,103.0,188.0,42.0,1.0,2.0,23.0,116.0,3.0,3.0,67.0,71.0,13.0,8.0,8.8,-3.64,5.16,5.52,0.81,28000.0,대졸,이적,4.0,60.0,4.0,144.0,5811.0,5069.0,904.0,1512.0,304.0,20.0,82.0,203.0,855.0,100.0,47.0,544.0,1098.0,112.0,55.0,14.64,28.04,4.52,30.43,1.44,529300.0,154.8
2017,KT,유한준,RF,우투,우타,4.0,FA 1년차,A,2016,35.0,110.0,460.0,408.0,70.0,137.0,22.0,0.0,2.0,14.0,64.0,4.0,1.0,47.0,40.0,10.0,3.0,-7.88,-5.14,-13.02,2.65,-0.7,60000.0,고졸,,,,10.0,144.0,5620.0,4963.0,672.0,1369.0,214.0,11.0,48.0,116.0,639.0,96.0,46.0,499.0,933.0,130.0,45.0,-54.62,-74.39,-63.91,6.52,-4.84,492000.0,121.7
2018,KT,유한준,RF,우투,우타,4.0,재자격,A,2017,36.0,133.0,497.0,445.0,52.0,136.0,19.0,0.0,2.0,13.0,68.0,0.0,2.0,45.0,59.0,10.0,3.0,-1.99,-5.41,-7.39,1.62,-0.18,60000.0,고졸,,,,10.0,144.0,5485.0,4937.0,655.0,1360.0,274.0,17.0,66.0,119.0,625.0,86.0,51.0,374.0,1017.0,118.0,45.0,-43.57,-32.55,-49.97,8.66,-4.0,494600.0,104.2
2019,KT,유한준,RF,우투,우타,4.0,재자격,A,2018,37.0,121.0,480.0,428.0,59.0,145.0,21.0,1.0,2.0,20.0,83.0,1.0,1.0,47.0,53.0,9.0,1.0,-4.84,-5.78,-10.63,3.4,-0.43,60000.0,고졸,,,,9.0,144.0,5605.0,5026.0,757.0,1382.0,264.0,13.0,46.0,206.0,721.0,80.0,57.0,464.0,1109.0,103.0,26.0,-2.41,-7.35,-12.03,16.22,-0.35,607700.0,137.5
2020,KT,유한준,RF,우투,우타,4.0,재자격,A,2019,38.0,139.0,562.0,501.0,61.0,159.0,19.0,1.0,4.0,14.0,86.0,3.0,0.0,52.0,61.0,20.0,5.0,-1.71,-10.55,-12.26,3.08,-0.18,60000.0,고졸,잔류,2.0,20.0,6.0,144.0,5582.0,4965.0,650.0,1375.0,187.0,20.0,52.0,103.0,615.0,104.0,44.0,475.0,975.0,113.0,45.0,36.35,39.04,26.31,21.52,3.72,514900.0,131.5
2021,KT,유한준,RF,우투,우타,,FA 1년차,,2020,39.0,119.0,428.0,386.0,48.0,108.0,17.0,0.0,0.0,11.0,64.0,0.0,0.0,40.0,51.0,9.0,1.0,1.09,-8.88,-7.79,0.63,0.1,50000.0,,,,,3.0,144.0,5762.0,5047.0,813.0,1432.0,238.0,21.0,52.0,163.0,767.0,106.0,50.0,554.0,1097.0,104.0,45.0,21.71,15.8,11.9,27.89,2.1,584000.0,98.6
2011,한화,이대수,SS,우투,우타,9.0,신규,A,2010,29.0,125.0,416.0,375.0,33.0,87.0,13.0,1.0,6.0,7.0,37.0,2.0,4.0,26.0,57.0,4.0,3.0,10.32,7.19,17.51,-0.51,2.32,8000.0,고졸,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,56.2
2012,한화,이대수,SS,우투,우타,9.0,신규,A,2011,30.0,122.0,420.0,366.0,46.0,110.0,16.0,3.0,5.0,8.0,50.0,8.0,8.0,31.0,64.0,5.0,4.0,5.06,8.43,13.49,2.54,1.71,9000.0,고졸,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,117.9
2013,한화,이대수,SS,우투,우타,9.0,신규,A,2012,31.0,118.0,425.0,376.0,36.0,105.0,23.0,4.0,3.0,4.0,48.0,5.0,1.0,27.0,57.0,9.0,5.0,0.87,7.26,8.13,2.44,0.8,14000.0,고졸,,,,8.0,133.0,5057.0,4331.0,509.0,1077.0,208.0,12.0,61.0,71.0,479.0,107.0,53.0,538.0,907.0,102.0,27.0,-1.85,-8.82,-17.89,23.07,-2.79,339800.0,109.0
2014,한화,이대수,3B,우투,우타,9.0,신규,A,2013,32.0,122.0,448.0,390.0,54.0,100.0,23.0,2.0,6.0,4.0,42.0,11.0,4.0,38.0,88.0,10.0,3.0,1.87,5.12,6.99,1.34,0.65,14000.0,고졸,잔류,4.0,20.0,9.0,128.0,4915.0,4271.0,480.0,1106.0,212.0,13.0,80.0,47.0,448.0,70.0,49.0,479.0,933.0,140.0,30.0,-7.66,2.52,-5.15,14.72,-2.34,321700.0,87.7
2015,SK,이대수,3B,우투,우타,,FA 1년차,,2014,33.0,15.0,28.0,25.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,2.0,0.0,2.36,0.09,2.45,-0.11,0.1,35000.0,,,,,5.0,128.0,5082.0,4423.0,735.0,1285.0,245.0,22.0,72.0,115.0,696.0,139.0,46.0,447.0,926.0,92.0,49.0,8.13,9.44,0.35,15.79,0.21,489800.0,1.2
2011,LG,이대형,CF,좌투,좌타,9.0,신규,A,2010,27.0,130.0,568.0,494.0,73.0,129.0,14.0,2.0,2.0,1.0,43.0,66.0,21.0,58.0,76.0,3.0,1.0,-5.73,-1.94,-7.68,1.18,0.34,12000.0,고졸,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,81.4
2012,LG,이대형,CF,좌투,좌타,9.0,신규,A,2011,28.0,104.0,398.0,354.0,56.0,88.0,11.0,5.0,2.0,1.0,24.0,34.0,17.0,30.0,78.0,0.0,1.0,-1.16,-0.25,-1.41,0.13,0.76,14000.0,고졸,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,71.5
2013,LG,이대형,CF,좌투,좌타,9.0,신규,A,2012,29.0,101.0,291.0,258.0,32.0,46.0,4.0,4.0,1.0,1.0,19.0,25.0,3.0,25.0,53.0,5.0,1.0,-1.76,-1.06,-2.81,-0.81,-0.15,8500.0,고졸,,,,7.0,133.0,5180.0,4539.0,544.0,1184.0,212.0,18.0,53.0,59.0,512.0,140.0,57.0,458.0,857.0,107.0,50.0,-34.51,-4.59,-46.48,22.45,-5.68,345400.0,26.7
2014,LG,이대형,CF,좌투,좌타,9.0,신규,A,2013,30.0,102.0,204.0,177.0,36.0,42.0,5.0,1.0,1.0,1.0,10.0,13.0,9.0,19.0,45.0,1.0,2.0,-3.4,0.55,-2.85,-0.12,-0.1,8500.0,고졸,이적,4.0,24.0,3.0,128.0,4930.0,4287.0,615.0,1209.0,193.0,38.0,59.0,59.0,574.0,139.0,71.0,451.0,806.0,80.0,42.0,-14.07,2.68,-11.39,22.22,0.07,399500.0,60.7
2015,KIA,이대형,CF,좌투,좌타,4.0,FA 1년차,A,2014,31.0,126.0,505.0,461.0,75.0,149.0,15.0,9.0,2.0,1.0,40.0,22.0,15.0,35.0,57.0,5.0,2.0,-2.65,0.0,-2.65,1.57,-0.23,30000.0,고졸,,,,8.0,128.0,5023.0,4443.0,662.0,1279.0,246.0,27.0,62.0,121.0,631.0,121.0,63.0,416.0,870.0,95.0,35.0,-26.55,-9.84,-37.32,13.86,-2.36,424500.0,95.1
2016,KT,이대형,CF,좌투,좌타,4.0,재자격,A,2015,32.0,140.0,616.0,546.0,86.0,165.0,23.0,3.0,6.0,0.0,37.0,44.0,14.0,53.0,92.0,5.0,1.0,-10.22,-0.93,-11.15,1.74,-0.95,30000.0,고졸,,,,10.0,144.0,5605.0,4927.0,670.0,1344.0,221.0,15.0,58.0,129.0,633.0,124.0,52.0,507.0,1112.0,118.0,37.0,-42.0,-31.47,-50.22,11.8,-3.79,395000.0,86.7
2017,KT,이대형,CF,좌투,좌타,4.0,재자격,A,2016,33.0,143.0,654.0,600.0,89.0,192.0,14.0,3.0,2.0,1.0,42.0,37.0,20.0,44.0,90.0,6.0,1.0,-15.92,-1.73,-17.64,0.76,-1.41,30000.0,고졸,,,,10.0,144.0,5620.0,4963.0,672.0,1369.0,214.0,11.0,48.0,116.0,639.0,96.0,46.0,499.0,933.0,130.0,45.0,-54.62,-74.39,-63.91,6.52,-4.84,492000.0,82.8
2018,KT,이대형,CF,좌투,좌타,4.0,재자격,A,2017,34.0,100.0,366.0,337.0,51.0,90.0,8.0,3.0,0.0,0.0,24.0,23.0,4.0,24.0,54.0,8.0,1.0,-5.76,-2.51,-8.26,-0.68,-0.53,30000.0,고졸,잔류,2.0,4.0,10.0,144.0,5485.0,4937.0,655.0,1360.0,274.0,17.0,66.0,119.0,625.0,86.0,51.0,374.0,1017.0,118.0,45.0,-43.57,-32.55,-49.97,8.66,-4.0,494600.0,55.6
2019,KT,이대형,CF,좌투,좌타,,FA 1년차,,2018,35.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,144.0,5605.0,5026.0,757.0,1382.0,264.0,13.0,46.0,206.0,721.0,80.0,57.0,464.0,1109.0,103.0,26.0,-2.41,-7.35,-12.03,16.22,-0.35,607700.0,-130.4
2018,롯데,이대호,1B,우투,우타,4.0,재자격,B,2017,35.0,142.0,608.0,540.0,73.0,173.0,13.0,0.0,15.0,34.0,111.0,1.0,1.0,50.0,84.0,22.0,3.0,2.36,-12.63,-10.28,3.02,0.22,250000.0,고졸,,,,3.0,144.0,5671.0,4994.0,743.0,1425.0,250.0,17.0,112.0,151.0,697.0,92.0,44.0,457.0,1018.0,146.0,32.0,16.21,8.53,6.5,17.96,1.67,858600.0,127.8
2019,롯데,이대호,DH,우투,우타,4.0,재자격,B,2018,36.0,144.0,604.0,543.0,81.0,181.0,30.0,0.0,14.0,37.0,125.0,0.0,1.0,43.0,75.0,18.0,4.0,-0.01,-13.08,-13.09,3.74,0.0,250000.0,고졸,,,,7.0,144.0,5764.0,5130.0,821.0,1484.0,289.0,17.0,81.0,203.0,792.0,68.0,32.0,471.0,1157.0,124.0,37.0,0.51,6.93,-12.15,21.63,0.05,836900.0,137.8
2020,롯데,이대호,DH,우투,우타,4.0,재자격,B,2019,37.0,135.0,549.0,485.0,48.0,138.0,23.0,1.0,10.0,16.0,88.0,0.0,0.0,47.0,65.0,19.0,7.0,-0.43,-12.7,-13.13,1.52,-0.04,250000.0,고졸,,,,10.0,144.0,5488.0,4919.0,578.0,1231.0,214.0,22.0,65.0,90.0,545.0,65.0,31.0,429.0,1085.0,108.0,40.0,-30.52,-29.69,-41.29,7.45,-3.14,1058600.0,115.8
2021,롯데,이대호,DH,우투,우타,4.0,재자격,B,2020,38.0,144.0,611.0,542.0,67.0,158.0,27.0,0.0,5.0,20.0,110.0,1.0,0.0,53.0,68.0,21.0,11.0,3.08,-13.67,-10.59,1.06,0.29,250000.0,고졸,잔류,4.0,25.0,7.0,144.0,5669.0,4958.0,750.0,1366.0,252.0,6.0,55.0,131.0,711.0,90.0,31.0,569.0,875.0,148.0,48.0,10.45,0.47,-0.21,17.58,0.98,893500.0,107.2
2022,롯데,이대호,DH,우투,우타,,FA 1년차,,2021,39.0,114.0,465.0,420.0,39.0,120.0,11.0,0.0,5.0,19.0,81.0,0.0,0.0,34.0,50.0,12.0,6.0,-2.5,-10.72,-13.22,0.94,-0.25,80000.0,,,,,8.0,144.0,5726.0,5009.0,727.0,1393.0,266.0,10.0,54.0,107.0,697.0,60.0,31.0,579.0,969.0,114.0,46.0,-24.26,-13.58,-33.77,22.75,-3.11,481800.0,106.9
2020,KIA,이명기,RF,좌투,좌타,9.0,신규,C,2019,32.0,139.0,547.0,484.0,62.0,142.0,17.0,3.0,4.0,2.0,36.0,14.0,4.0,48.0,66.0,12.0,4.0,13.42,-4.51,8.91,1.74,0.69,22000.0,35세 이상,,,,7.0,144.0,5505.0,4874.0,605.0,1286.0,248.0,19.0,58.0,76.0,567.0,87.0,42.0,497.0,919.0,108.0,45.0,-34.68,-26.69,-42.45,17.58,-3.89,728800.0,98.5
2021,NC,이명기,LF,좌투,좌타,9.0,신규,C,2020,33.0,136.0,540.0,477.0,82.0,146.0,18.0,3.0,4.0,2.0,45.0,12.0,7.0,50.0,78.0,6.0,4.0,-0.75,-5.92,-6.67,1.54,-0.07,24000.0,35세 이상,,,,1.0,144.0,5833.0,5102.0,888.0,1483.0,258.0,28.0,104.0,187.0,845.0,101.0,38.0,529.0,997.0,106.0,51.0,9.88,13.19,2.77,32.11,1.24,741800.0,97.4
2022,NC,이명기,LF,좌투,좌타,9.0,신규,C,2021,34.0,56.0,232.0,191.0,30.0,56.0,12.0,0.0,1.0,2.0,14.0,6.0,3.0,37.0,27.0,2.0,0.0,-4.85,-2.5,-7.36,1.44,-0.48,27000.0,35세 이상,,,,7.0,144.0,5532.0,4808.0,702.0,1254.0,203.0,17.0,111.0,170.0,670.0,101.0,46.0,511.0,1093.0,94.0,43.0,-14.94,3.78,-23.57,22.15,-0.97,838500.0,127.4
2023,NC,이명기,LF,좌투,좌타,9.0,신규,C,2022,35.0,94.0,341.0,300.0,36.0,78.0,13.0,2.0,3.0,0.0,23.0,5.0,4.0,30.0,56.0,8.0,2.0,-6.0,-3.82,-9.83,0.24,-0.62,17500.0,35세 이상,이적,1.0,1.0,6.0,144.0,5585.0,4899.0,646.0,1260.0,230.0,15.0,88.0,105.0,613.0,100.0,39.0,501.0,981.0,112.0,47.0,-7.0,-6.71,-14.51,19.94,-0.72,823200.0,82.2
