FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,나이,게임수,타석수,타수,득점,안타,2루타,3루타,사구,홈런,타점,도루성공,도루실패,볼넷,삼진,병살타,희생플라이,평균대비수비득점기여,수비_포지션 RAA,전체수비 RAA,공격WAR,수비WAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM 순위,TEAM 게임수,TEAM 타석수,TEAM 타수,TEAM 득점,TEAM 안타,TEAM 2루타,TEAM 3루타,TEAM 사구,TEAM 홈런,TEAM 타점,TEAM 도루,TEAM 도루실패,TEAM 볼넷,TEAM 삼진,TEAM 병살타,TEAM 희생플라이,TEAM 평균대비수비득점기여,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM 공격WAR,TEAM 수비WAR,TEAM 연봉,wRC+
2014,SK,조동화,CF,좌투,좌타,9.0,신규,A,2013,32.0,105.0,405.0,332.0,52.0,85.0,11.0,3.0,8.0,0.0,19.0,24.0,9.0,46.0,76.0,3.0,3.0,3.23,-3.11,0.13,1.4,0.22,11000.0,고졸,,,,6.0,128.0,4950.0,4278.0,588.0,1134.0,189.0,20.0,86.0,124.0,558.0,144.0,63.0,465.0,918.0,99.0,37.0,33.96,0.05,34.01,21.13,2.79,404600.0,90.1
2015,SK,조동화,CF,좌투,좌타,9.0,신규,A,2014,33.0,125.0,522.0,443.0,74.0,116.0,12.0,5.0,4.0,2.0,52.0,37.0,7.0,43.0,72.0,8.0,4.0,-0.6,-4.31,-4.91,-0.37,-0.05,9000.0,고졸,잔류,4.0,22.0,5.0,128.0,5082.0,4423.0,735.0,1285.0,245.0,22.0,72.0,115.0,696.0,139.0,46.0,447.0,926.0,92.0,49.0,8.13,9.44,0.35,15.79,0.21,489800.0,64.1
2016,SK,조동화,CF,좌투,좌타,,FA 1년차,,2015,34.0,119.0,304.0,245.0,38.0,64.0,6.0,1.0,5.0,2.0,15.0,18.0,3.0,30.0,50.0,2.0,2.0,0.72,-1.09,-0.37,0.39,0.07,30000.0,,,,,5.0,144.0,5588.0,4861.0,693.0,1323.0,214.0,10.0,98.0,145.0,656.0,94.0,59.0,490.0,1047.0,113.0,29.0,-20.69,-5.15,-29.84,14.72,-1.07,756700.0,76.1
2014,NC,조영훈,1B,좌투,좌타,8.0,신규,A,2013,31.0,120.0,426.0,380.0,38.0,107.0,26.0,3.0,2.0,6.0,39.0,4.0,5.0,39.0,56.0,6.0,2.0,4.09,-7.51,-3.42,2.09,-0.28,12000.0,대졸,,,,7.0,128.0,4866.0,4282.0,512.0,1045.0,209.0,25.0,62.0,86.0,485.0,142.0,47.0,434.0,955.0,94.0,31.0,29.46,-1.57,27.89,11.43,2.38,187600.0,107.0
2015,NC,조영훈,1B,좌투,좌타,8.0,신규,A,2014,32.0,92.0,124.0,111.0,15.0,29.0,4.0,0.0,1.0,6.0,22.0,1.0,1.0,10.0,26.0,1.0,1.0,1.01,-1.54,-0.53,0.16,0.09,7500.0,대졸,,,,3.0,128.0,5031.0,4426.0,737.0,1249.0,228.0,36.0,67.0,143.0,697.0,154.0,47.0,443.0,918.0,90.0,51.0,25.86,46.23,16.5,14.33,2.28,337900.0,95.9
2016,NC,조영훈,1B,좌투,좌타,8.0,신규,A,2015,33.0,103.0,146.0,124.0,20.0,35.0,8.0,0.0,0.0,8.0,35.0,3.0,0.0,19.0,36.0,1.0,2.0,-2.32,-1.9,-4.22,1.01,-0.21,10500.0,대졸,,,,3.0,144.0,5727.0,4967.0,844.0,1437.0,283.0,28.0,106.0,161.0,802.0,204.0,60.0,536.0,1023.0,105.0,53.0,27.49,15.93,18.08,28.15,2.27,440600.0,133.7
2017,NC,조영훈,1B,좌투,좌타,8.0,신규,A,2016,34.0,109.0,207.0,179.0,29.0,60.0,14.0,0.0,3.0,5.0,35.0,3.0,3.0,21.0,43.0,2.0,3.0,2.7,-3.24,-0.54,1.19,0.24,10000.0,대졸,잔류,2.0,4.5,2.0,144.0,5833.0,5007.0,857.0,1457.0,249.0,19.0,93.0,169.0,808.0,99.0,41.0,609.0,1023.0,133.0,52.0,6.4,-8.9,-3.55,24.47,0.57,723500.0,131.0
2018,NC,조영훈,1B,좌투,좌타,,FA 1년차,,2017,35.0,16.0,46.0,40.0,1.0,6.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,11.0,2.0,0.0,0.91,-0.86,0.05,-0.37,0.08,15000.0,,,,,4.0,144.0,5790.0,5079.0,786.0,1489.0,277.0,19.0,130.0,149.0,739.0,93.0,32.0,471.0,979.0,119.0,48.0,16.48,35.2,6.55,24.87,1.52,713700.0,25.2
2013,SK,조인성,C,우투,우타,4.0,재자격,A,2012,37.0,104.0,307.0,284.0,32.0,77.0,13.0,0.0,2.0,9.0,40.0,0.0,1.0,16.0,60.0,5.0,2.0,4.43,6.19,10.62,1.46,1.21,11000.0,고졸,,,,2.0,133.0,4996.0,4347.0,564.0,1120.0,197.0,15.0,58.0,108.0,523.0,104.0,75.0,445.0,864.0,85.0,28.0,26.13,-5.91,13.09,23.64,2.38,371100.0,102.7
2014,SK,조인성,C,우투,우타,4.0,재자격,A,2013,38.0,88.0,223.0,207.0,16.0,44.0,10.0,0.0,2.0,7.0,29.0,0.0,1.0,7.0,65.0,4.0,1.0,1.43,5.4,6.83,-0.24,0.67,40000.0,고졸,,,,6.0,128.0,4950.0,4278.0,588.0,1134.0,189.0,20.0,86.0,124.0,558.0,144.0,63.0,465.0,918.0,99.0,37.0,33.96,0.05,34.01,21.13,2.79,404600.0,58.2
2015,한화,조인성,C,우투,우타,4.0,재자격,A,2014,39.0,75.0,31.0,164.0,16.0,37.0,7.0,0.0,2.0,7.0,34.0,0.0,0.0,14.0,40.0,5.0,3.0,5.64,1.18,6.82,0.24,0.12,40000.0,고졸,,,,9.0,128.0,5055.0,4417.0,619.0,1251.0,223.0,24.0,56.0,104.0,594.0,70.0,41.0,489.0,839.0,125.0,43.0,-26.72,-37.95,-35.82,11.41,-2.56,592300.0,-20.4
2015,한화,조인성,C,우투,우타,4.0,재자격,A,2014,39.0,75.0,154.0,164.0,16.0,37.0,7.0,0.0,2.0,7.0,34.0,0.0,0.0,14.0,40.0,5.0,3.0,5.64,1.18,6.82,0.24,0.12,40000.0,고졸,,,,9.0,128.0,5055.0,4417.0,619.0,1251.0,223.0,24.0,56.0,104.0,594.0,70.0,41.0,489.0,839.0,125.0,43.0,-26.72,-37.95,-35.82,11.41,-2.56,592300.0,76.8
2016,한화,조인성,C,우투,우타,4.0,재자격,A,2015,40.0,106.0,310.0,276.0,33.0,64.0,11.0,0.0,6.0,11.0,44.0,0.0,0.0,16.0,89.0,5.0,1.0,0.41,7.32,7.73,0.4,0.04,40000.0,고졸,잔류,2.0,10.0,6.0,144.0,5716.0,4852.0,717.0,1316.0,218.0,19.0,109.0,130.0,667.0,80.0,47.0,581.0,1135.0,112.0,35.0,16.16,31.04,8.26,15.8,1.6,784600.0,65.8
2017,한화,조인성,C,우투,우타,,FA 1년차,,2016,41.0,76.0,146.0,137.0,10.0,23.0,2.0,0.0,1.0,3.0,7.0,0.0,0.0,2.0,38.0,2.0,0.0,-4.37,3.36,-1.01,-1.21,-0.39,40000.0,,,,,7.0,144.0,5838.0,5109.0,826.0,1478.0,242.0,27.0,91.0,142.0,787.0,64.0,38.0,510.0,1025.0,123.0,41.0,-14.51,7.95,-22.75,17.03,-1.29,1065400.0,-11.2
2015,NC,지석훈,2B,우투,우타,9.0,신규,A,2014,30.0,114.0,238.0,212.0,26.0,58.0,14.0,4.0,6.0,6.0,34.0,1.0,1.0,16.0,46.0,8.0,1.0,4.92,3.05,7.97,0.8,0.43,40000.0,고졸,,,,3.0,128.0,5031.0,4426.0,737.0,1249.0,228.0,36.0,67.0,143.0,697.0,154.0,47.0,443.0,918.0,90.0,51.0,25.86,46.23,16.5,14.33,2.28,337900.0,94.8
2016,NC,지석훈,2B,우투,우타,9.0,신규,A,2015,31.0,137.0,466.0,415.0,53.0,111.0,15.0,0.0,16.0,11.0,46.0,4.0,1.0,23.0,85.0,9.0,3.0,-8.06,1.07,-6.99,0.79,-0.75,6000.0,고졸,,,,3.0,144.0,5727.0,4967.0,844.0,1437.0,283.0,28.0,106.0,161.0,802.0,204.0,60.0,536.0,1023.0,105.0,53.0,27.49,15.93,18.08,28.15,2.27,440600.0,83.4
2017,NC,지석훈,2B,우투,우타,9.0,신규,A,2016,32.0,141.0,394.0,351.0,34.0,77.0,14.0,0.0,9.0,9.0,54.0,0.0,2.0,22.0,91.0,9.0,6.0,-9.64,4.61,-5.03,-0.99,-0.85,9000.0,고졸,,,,2.0,144.0,5833.0,5007.0,857.0,1457.0,249.0,19.0,93.0,169.0,808.0,99.0,41.0,609.0,1023.0,133.0,52.0,6.4,-8.9,-3.55,24.47,0.57,723500.0,45.8
2018,NC,지석훈,2B,우투,우타,9.0,신규,A,2017,33.0,121.0,304.0,268.0,29.0,64.0,16.0,0.0,10.0,6.0,24.0,1.0,0.0,22.0,67.0,8.0,2.0,0.5,3.43,3.93,0.37,0.05,14000.0,고졸,잔류,2.0,6.0,4.0,144.0,5790.0,5079.0,786.0,1489.0,277.0,19.0,130.0,149.0,739.0,93.0,32.0,471.0,979.0,119.0,48.0,16.48,35.2,6.55,24.87,1.52,713700.0,75.0
2019,NC,지석훈,2B,우투,우타,,FA 1년차,,2018,34.0,67.0,105.0,94.0,9.0,17.0,2.0,0.0,0.0,1.0,8.0,1.0,0.0,8.0,20.0,2.0,3.0,-0.53,1.43,0.9,-0.67,-0.05,15000.0,,,,,10.0,144.0,5488.0,4895.0,660.0,1280.0,233.0,18.0,88.0,143.0,629.0,82.0,35.0,427.0,1081.0,115.0,43.0,2.07,19.6,-8.48,5.69,0.25,544500.0,11.5
2012,KIA,차일목,C,우투,우타,8.0,신규,A,2011,30.0,111.0,373.0,304.0,31.0,73.0,8.0,0.0,5.0,7.0,37.0,3.0,3.0,49.0,52.0,12.0,2.0,3.52,8.64,12.16,1.41,0.75,14900.0,대졸,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,94.4
2013,KIA,차일목,C,우투,우타,8.0,신규,A,2012,31.0,88.0,251.0,207.0,25.0,53.0,5.0,0.0,3.0,0.0,15.0,2.0,2.0,29.0,34.0,12.0,2.0,0.35,5.06,5.41,0.9,-0.21,8500.0,대졸,,,,5.0,133.0,5131.0,4348.0,553.0,1112.0,197.0,19.0,60.0,54.0,518.0,132.0,51.0,544.0,790.0,100.0,47.0,10.53,-0.12,3.09,24.75,0.09,263000.0,92.7
2014,KIA,차일목,C,우투,우타,8.0,신규,A,2013,32.0,98.0,259.0,215.0,23.0,55.0,9.0,1.0,3.0,0.0,25.0,0.0,2.0,33.0,37.0,5.0,4.0,2.98,5.72,8.7,0.65,0.92,12000.0,대졸,,,,8.0,128.0,5051.0,4318.0,587.0,1125.0,195.0,13.0,75.0,88.0,545.0,141.0,47.0,537.0,864.0,110.0,42.0,-87.18,-1.3,-88.48,20.98,-8.2,343600.0,85.5
2015,KIA,차일목,C,우투,우타,8.0,신규,A,2014,33.0,94.0,224.0,185.0,17.0,35.0,6.0,0.0,2.0,2.0,18.0,0.0,2.0,24.0,28.0,7.0,2.0,4.99,5.23,10.22,-0.74,0.44,10000.0,대졸,잔류,2.0,4.5,8.0,128.0,5023.0,4443.0,662.0,1279.0,246.0,27.0,62.0,121.0,631.0,121.0,63.0,416.0,870.0,95.0,35.0,-26.55,-9.84,-37.32,13.86,-2.36,424500.0,32.9
2016,KIA,차일목,C,우투,우타,,FA 1년차,,2015,34.0,11.0,25.0,23.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,-0.45,0.6,0.15,-0.16,-0.04,15000.0,,,,,7.0,144.0,5454.0,4777.0,648.0,1197.0,223.0,22.0,101.0,136.0,602.0,115.0,50.0,454.0,1126.0,105.0,43.0,-13.96,-24.5,-24.34,6.15,-1.26,658000.0,1.0
2020,LG,채은성,RF,우투,우타,8.0,신규,A,2019,29.0,128.0,514.0,470.0,59.0,148.0,18.0,1.0,12.0,12.0,72.0,2.0,2.0,24.0,67.0,9.0,8.0,1.16,-6.09,-4.93,2.81,0.12,8000.0,고졸,,,,4.0,144.0,5536.0,4928.0,641.0,1316.0,233.0,15.0,77.0,94.0,604.0,108.0,47.0,434.0,962.0,117.0,48.0,11.94,14.3,3.53,20.38,1.23,745100.0,127.0
2021,LG,채은성,RF,우투,우타,8.0,신규,A,2020,30.0,109.0,464.0,416.0,59.0,122.0,17.0,2.0,9.0,15.0,88.0,0.0,3.0,32.0,69.0,12.0,7.0,-1.77,-6.2,-7.97,1.73,-0.17,31000.0,고졸,,,,4.0,144.0,5681.0,4999.0,802.0,1384.0,253.0,29.0,75.0,149.0,760.0,83.0,39.0,509.0,969.0,115.0,49.0,3.39,0.85,-5.11,26.1,0.33,703800.0,115.8
2022,LG,채은성,RF,우투,우타,8.0,신규,A,2021,31.0,110.0,448.0,387.0,59.0,107.0,20.0,0.0,16.0,16.0,82.0,4.0,2.0,38.0,80.0,9.0,7.0,-2.13,-5.89,-8.02,2.54,-0.21,32000.0,고졸,,,,4.0,144.0,5533.0,4750.0,654.0,1188.0,210.0,11.0,94.0,110.0,621.0,92.0,34.0,592.0,926.0,102.0,45.0,15.39,5.93,6.34,20.58,1.28,610000.0,128.9
2023,LG,채은성,1B,우투,우타,8.0,신규,A,2022,32.0,126.0,526.0,467.0,48.0,138.0,26.0,2.0,21.0,12.0,83.0,6.0,7.0,27.0,88.0,16.0,11.0,-0.03,-10.36,-10.39,2.13,0.0,30000.0,고졸,이적,6.0,90.0,3.0,144.0,5627.0,4927.0,715.0,1325.0,208.0,33.0,103.0,118.0,674.0,102.0,46.0,501.0,924.0,109.0,46.0,21.98,24.7,13.13,28.62,2.26,784300.0,128.1
2024,한화,채은성,1B,우투,우타,,FA 1년차,,2023,33.0,137.0,596.0,521.0,71.0,137.0,17.0,0.0,20.0,23.0,84.0,0.0,0.0,52.0,102.0,16.0,3.0,-1.54,-11.78,-13.32,1.95,-0.16,180000.0,,,,,9.0,144.0,5628.0,4906.0,604.0,1184.0,211.0,12.0,88.0,100.0,568.0,67.0,22.0,535.0,1162.0,103.0,40.0,2.35,2.67,-6.47,12.72,0.24,667000.0,117.0
2015,삼성,채태인,1B,좌투,좌타,9.0,신규,A,2014,32.0,124.0,541.0,492.0,69.0,156.0,38.0,1.0,2.0,14.0,99.0,1.0,0.0,41.0,91.0,8.0,6.0,2.99,-10.85,-7.86,1.58,0.26,28000.0,고졸,,,,1.0,128.0,5152.0,4464.0,812.0,1345.0,238.0,23.0,62.0,161.0,763.0,161.0,46.0,507.0,743.0,88.0,43.0,12.63,-4.5,2.92,25.53,1.11,637700.0,110.2
2016,삼성,채태인,1B,좌투,좌타,9.0,신규,A,2015,33.0,104.0,373.0,333.0,35.0,116.0,19.0,0.0,3.0,8.0,49.0,0.0,2.0,33.0,92.0,10.0,4.0,1.6,-7.27,-5.68,1.83,0.15,21000.0,고졸,,,,2.0,144.0,5803.0,5019.0,897.0,1515.0,259.0,25.0,70.0,176.0,850.0,157.0,52.0,581.0,930.0,109.0,57.0,0.96,5.77,-8.74,32.86,0.08,693600.0,127.9
2017,넥센,채태인,1B,좌투,좌타,9.0,신규,A,2016,34.0,124.0,417.0,370.0,29.0,106.0,14.0,3.0,2.0,7.0,72.0,0.0,1.0,36.0,92.0,13.0,9.0,2.21,-8.44,-6.23,-0.4,0.2,33000.0,고졸,,,,3.0,144.0,5702.0,4990.0,813.0,1464.0,254.0,39.0,63.0,134.0,765.0,154.0,83.0,556.0,956.0,121.0,59.0,27.54,3.86,20.24,19.96,2.44,348700.0,83.2
2018,넥센,채태인,1B,좌투,좌타,9.0,신규,A,2017,35.0,109.0,384.0,342.0,46.0,110.0,23.0,1.0,5.0,12.0,62.0,0.0,1.0,34.0,94.0,9.0,3.0,-2.85,-7.74,-10.59,1.77,-0.26,30000.0,고졸,이적,2.0,10.0,7.0,144.0,5712.0,5098.0,789.0,1479.0,267.0,30.0,83.0,141.0,748.0,70.0,34.0,468.0,1066.0,129.0,42.0,-33.5,14.52,-42.19,20.41,-2.79,443100.0,125.4
2019,롯데,채태인,1B,좌투,좌타,,FA 1년차,,2018,36.0,130.0,420.0,376.0,44.0,110.0,18.0,0.0,5.0,15.0,75.0,0.0,0.0,34.0,107.0,10.0,4.0,-2.82,-7.98,-10.8,0.57,-0.25,20000.0,,,,,7.0,144.0,5764.0,5130.0,821.0,1484.0,289.0,17.0,81.0,203.0,792.0,68.0,32.0,471.0,1157.0,124.0,37.0,0.51,6.93,-12.15,21.63,0.05,836900.0,99.6
2019,롯데,최재훈,C,우투,우타,9.0,신규,B,2018,36.0,130.0,341.0,376.0,44.0,110.0,18.0,0.0,15.0,15.0,75.0,0.0,0.0,34.0,107.0,10.0,4.0,2.97,8.14,11.1,0.82,0.27,30000.0,고졸,,,,7.0,144.0,5764.0,5130.0,821.0,1484.0,289.0,17.0,81.0,203.0,792.0,68.0,32.0,471.0,1157.0,124.0,37.0,0.51,6.93,-12.15,21.63,0.05,836900.0,70.2
2020,한화,최재훈,C,우투,우타,9.0,신규,B,2019,30.0,135.0,451.0,373.0,47.0,108.0,18.0,0.0,14.0,3.0,31.0,3.0,10.0,56.0,61.0,9.0,4.0,1.75,10.75,12.5,3.93,0.18,8000.0,고졸,,,,9.0,144.0,5482.0,4882.0,607.0,1250.0,223.0,16.0,70.0,88.0,562.0,105.0,51.0,441.0,1090.0,112.0,45.0,-21.24,-0.29,-27.17,12.6,-2.18,668000.0,125.4
2021,한화,최재훈,C,우투,우타,9.0,신규,B,2020,31.0,126.0,389.0,339.0,46.0,102.0,19.0,0.0,16.0,3.0,36.0,0.0,0.0,29.0,44.0,7.0,0.0,2.7,8.76,11.46,2.71,0.25,12500.0,고졸,,,,10.0,144.0,5483.0,4862.0,551.0,1189.0,195.0,12.0,89.0,79.0,523.0,51.0,36.0,462.0,1163.0,119.0,25.0,-16.48,-9.83,-23.31,2.35,-1.25,516500.0,112.3
2022,한화,최재훈,C,우투,우타,9.0,신규,B,2021,32.0,116.0,467.0,375.0,52.0,103.0,21.0,0.0,12.0,7.0,44.0,3.0,2.0,72.0,68.0,16.0,3.0,7.02,9.62,16.64,4.22,0.7,20000.0,고졸,잔류,5.0,54.0,10.0,144.0,5495.0,4685.0,599.0,1111.0,213.0,17.0,74.0,80.0,554.0,109.0,56.0,633.0,1286.0,110.0,49.0,18.72,1.89,14.73,10.44,1.77,465400.0,133.0
2023,한화,최재훈,C,우투,우타,,FA 1년차,,2022,33.0,114.0,437.0,364.0,38.0,81.0,14.0,0.0,21.0,5.0,30.0,1.0,1.0,44.0,65.0,17.0,2.0,4.51,9.26,13.78,1.76,0.47,100000.0,,,,,10.0,144.0,5513.0,4878.0,564.0,1196.0,217.0,19.0,52.0,88.0,520.0,93.0,49.0,497.0,1264.0,92.0,40.0,1.14,8.1,-4.06,11.68,0.12,385340.0,90.9
2012,SK,최정,3B,우투,우타,9.0,신규,A,2011,24.0,113.0,488.0,403.0,64.0,125.0,25.0,1.0,20.0,20.0,75.0,15.0,5.0,46.0,72.0,8.0,6.0,3.64,0.42,4.06,5.11,0.51,26000.0,고졸,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,149.5
2013,SK,최정,3B,우투,우타,9.0,신규,A,2012,25.0,130.0,553.0,474.0,85.0,142.0,33.0,1.0,21.0,26.0,84.0,20.0,8.0,49.0,98.0,8.0,6.0,2.3,-1.18,1.13,5.97,0.26,22000.0,고졸,,,,2.0,133.0,4996.0,4347.0,564.0,1120.0,197.0,15.0,58.0,108.0,523.0,104.0,75.0,445.0,864.0,85.0,28.0,26.13,-5.91,13.09,23.64,2.38,371100.0,155.7
2014,SK,최정,3B,우투,우타,9.0,신규,A,2013,26.0,120.0,525.0,434.0,75.0,137.0,18.0,0.0,24.0,28.0,83.0,24.0,8.0,64.0,109.0,10.0,2.0,-1.35,-0.05,-1.4,6.0,-0.16,28000.0,고졸,,,,6.0,128.0,4950.0,4278.0,588.0,1134.0,189.0,20.0,86.0,124.0,558.0,144.0,63.0,465.0,918.0,99.0,37.0,33.96,0.05,34.01,21.13,2.79,404600.0,157.7
2015,SK,최정,3B,우투,우타,9.0,신규,A,2014,27.0,82.0,361.0,308.0,65.0,94.0,20.0,0.0,12.0,14.0,76.0,7.0,2.0,37.0,69.0,9.0,3.0,0.03,-0.1,-0.07,2.43,0.0,52000.0,고졸,잔류,4.0,86.0,5.0,128.0,5082.0,4423.0,735.0,1285.0,245.0,22.0,72.0,115.0,696.0,139.0,46.0,447.0,926.0,92.0,49.0,8.13,9.44,0.35,15.79,0.21,489800.0,127.6
2016,SK,최정,3B,우투,우타,4.0,FA 1년차,A,2015,28.0,81.0,330.0,275.0,43.0,81.0,17.0,0.0,5.0,17.0,58.0,5.0,2.0,46.0,78.0,6.0,3.0,7.05,-0.48,6.57,2.98,0.65,70000.0,고졸,,,,5.0,144.0,5588.0,4861.0,693.0,1323.0,214.0,10.0,98.0,145.0,656.0,94.0,59.0,490.0,1047.0,113.0,29.0,-20.69,-5.15,-29.84,14.72,-1.07,756700.0,142.7
2017,SK,최정,3B,우투,우타,4.0,재자격,A,2016,29.0,141.0,606.0,500.0,106.0,144.0,24.0,1.0,23.0,40.0,106.0,1.0,2.0,77.0,126.0,6.0,6.0,3.84,-0.1,3.74,5.37,0.34,100000.0,고졸,,,,6.0,144.0,5672.0,5023.0,753.0,1464.0,234.0,19.0,102.0,182.0,715.0,89.0,60.0,429.0,1018.0,104.0,47.0,6.75,30.26,1.12,19.17,0.6,712900.0,141.2
2018,SK,최정,3B,우투,우타,4.0,재자격,A,2017,30.0,130.0,527.0,430.0,89.0,136.0,18.0,1.0,19.0,46.0,113.0,1.0,5.0,70.0,107.0,8.0,8.0,5.95,-0.79,5.16,5.82,0.55,100000.0,고졸,,,,5.0,144.0,5564.0,4925.0,761.0,1337.0,222.0,15.0,113.0,234.0,733.0,53.0,42.0,427.0,1100.0,97.0,41.0,16.87,25.01,7.98,16.87,1.79,559100.0,169.6
2019,SK,최정,3B,우투,우타,4.0,재자격,A,2018,31.0,115.0,489.0,406.0,95.0,99.0,16.0,1.0,23.0,35.0,74.0,9.0,2.0,58.0,129.0,10.0,2.0,4.52,-0.79,3.73,2.86,0.4,120000.0,고졸,잔류,6.0,106.0,1.0,144.0,5682.0,4992.0,829.0,1403.0,234.0,13.0,119.0,233.0,791.0,108.0,39.0,483.0,1079.0,103.0,34.0,-0.75,-4.43,-10.09,22.65,0.1,560100.0,122.0
2020,SK,최정,3B,우투,우타,,FA 1년차,,2019,32.0,141.0,606.0,503.0,86.0,147.0,27.0,0.0,26.0,29.0,99.0,3.0,2.0,69.0,92.0,4.0,8.0,-2.65,-0.55,-3.2,6.06,-0.27,120000.0,,,,,3.0,144.0,5542.0,4919.0,655.0,1290.0,218.0,14.0,87.0,117.0,622.0,118.0,50.0,462.0,966.0,92.0,38.0,2.07,6.82,-7.97,17.87,-0.09,626100.0,154.4
2018,두산,최주환,2B,우투,좌타,9.0,신규,A,2017,29.0,129.0,452.0,399.0,65.0,120.0,16.0,6.0,9.0,7.0,57.0,3.0,2.0,38.0,58.0,10.0,5.0,-5.57,1.5,-4.07,2.33,-0.51,120000.0,고졸,,,,2.0,144.0,5833.0,5102.0,849.0,1499.0,270.0,20.0,95.0,178.0,812.0,69.0,33.0,541.0,960.0,120.0,47.0,-0.18,-17.54,-7.54,32.2,-0.14,473500.0,110.9
2019,두산,최주환,2B,우투,좌타,9.0,신규,A,2018,30.0,138.0,590.0,519.0,87.0,173.0,39.0,6.0,10.0,26.0,108.0,1.0,0.0,51.0,89.0,5.0,10.0,4.1,-10.66,-6.56,5.34,0.37,10000.0,고졸,,,,2.0,144.0,5870.0,5176.0,944.0,1601.0,284.0,30.0,92.0,191.0,898.0,96.0,23.0,496.0,1016.0,112.0,63.0,31.25,30.09,23.63,37.38,2.69,690700.0,150.5
2020,두산,최주환,2B,우투,좌타,9.0,신규,A,2019,31.0,87.0,325.0,285.0,27.0,79.0,13.0,0.0,1.0,4.0,47.0,0.0,0.0,28.0,35.0,10.0,11.0,-2.96,1.51,-1.45,1.01,-0.3,20000.0,고졸,,,,1.0,144.0,5670.0,4913.0,736.0,1364.0,235.0,31.0,72.0,84.0,691.0,102.0,38.0,563.0,799.0,117.0,83.0,20.76,20.57,11.54,29.09,2.13,596100.0,95.3
2021,두산,최주환,2B,우투,좌타,9.0,신규,A,2020,32.0,140.0,574.0,509.0,63.0,156.0,29.0,4.0,7.0,16.0,88.0,2.0,2.0,47.0,66.0,7.0,10.0,0.3,3.45,3.75,4.49,0.03,38500.0,고졸,이적,4.0,42.0,2.0,144.0,5776.0,5046.0,816.0,1477.0,263.0,20.0,68.0,125.0,778.0,88.0,37.0,551.0,796.0,132.0,73.0,-16.54,-25.41,-27.23,30.64,-1.48,677600.0,127.9
2022,SSG,최주환,2B,우투,좌타,,FA 1년차,,2021,33.0,116.0,470.0,406.0,50.0,104.0,16.0,0.0,9.0,18.0,67.0,2.0,1.0,53.0,84.0,7.0,2.0,1.55,-0.67,0.88,2.21,0.15,65000.0,,,,,6.0,144.0,5736.0,4899.0,755.0,1278.0,204.0,13.0,94.0,185.0,712.0,100.0,43.0,636.0,1056.0,106.0,52.0,-11.21,8.62,-21.75,27.4,-0.52,962700.0,112.4
2011,두산,최준석,DH,우투,우타,9.0,신규,A,2010,27.0,127.0,482.0,424.0,63.0,136.0,26.0,1.0,5.0,22.0,82.0,0.0,5.0,50.0,83.0,17.0,2.0,-2.3,-9.7,-12.0,4.88,-2.03,27000.0,고졸,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,151.3
2012,두산,최준석,DH,우투,우타,9.0,신규,A,2011,28.0,124.0,485.0,421.0,49.0,114.0,26.0,0.0,1.0,15.0,75.0,0.0,1.0,56.0,104.0,11.0,5.0,-0.67,-8.41,-9.07,3.5,-1.14,10500.0,고졸,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,122.2
2013,두산,최준석,DH,우투,우타,9.0,신규,A,2012,29.0,89.0,278.0,248.0,15.0,62.0,3.0,1.0,2.0,6.0,30.0,1.0,0.0,25.0,47.0,9.0,1.0,1.69,-5.65,-3.96,1.01,-0.79,16200.0,고졸,,,,3.0,133.0,4938.0,4379.0,524.0,1139.0,172.0,26.0,54.0,59.0,490.0,116.0,51.0,362.0,659.0,129.0,40.0,25.84,9.99,28.8,17.39,0.02,299900.0,90.0
2014,두산,최준석,DH,우투,우타,9.0,신규,A,2013,30.0,100.0,263.0,222.0,22.0,60.0,8.0,0.0,0.0,7.0,36.0,0.0,0.0,39.0,47.0,7.0,2.0,-10.54,-2.88,-13.42,1.64,-1.38,17000.0,고졸,이적,4.0,35.0,2.0,128.0,5142.0,4401.0,699.0,1271.0,217.0,37.0,79.0,95.0,654.0,172.0,61.0,524.0,717.0,105.0,56.0,8.01,-0.56,7.44,36.32,1.04,345000.0,114.9
2015,롯데,최준석,DH,우투,우타,4.0,FA 1년차,A,2014,31.0,121.0,460.0,371.0,54.0,106.0,13.0,0.0,2.0,23.0,90.0,1.0,0.0,81.0,88.0,14.0,6.0,-0.29,-10.35,-10.64,2.21,-0.03,14500.0,고졸,,,,7.0,128.0,5194.0,4487.0,716.0,1288.0,252.0,26.0,70.0,121.0,685.0,63.0,41.0,534.0,964.0,95.0,41.0,1.14,15.71,-6.57,16.88,0.1,510600.0,123.6
